long,lat,variety,seeding_rate,seed_spacing,speed
-91.8492628,40.37923735,DKC63-33RIB,37.8712,5.5211,2.28
-91.849262,40.37922715,DKC63-33RIB,37.8712,5.5211,2.36
-91.8492627,40.37921215,DKC63-33RIB,29.2811,7.1407,3.83
-91.8492628,40.37919705,DKC63-33RIB,29.2811,7.1407,3.83
-91.8492626,40.37918135,DKC63-33RIB,29.2811,7.1407,3.86
-91.8492633,40.37916625,DKC63-33RIB,34.0241,6.1453,3.85
-91.8492636,40.37915455,DKC63-33RIB,35.4881,5.8918,2.85
-91.8492636,40.37914075,DKC63-33RIB,35.4881,5.8918,3.39
-91.8492632,40.37912405,DKC63-33RIB,35.7891,5.8422,3.95
-91.8492634,40.37910685,DKC63-33RIB,35.7891,5.8422,4.21
-91.8492635,40.37908855,DKC63-33RIB,34.8091,6.0067,4.37
-91.8492638,40.37906915,DKC63-33RIB,34.6631,6.032,4.52
-91.8492643,40.37905005,DKC63-33RIB,34.5171,6.0575,4.69
-91.8492642,40.37903095,DKC63-33RIB,34.6291,6.0379,4.78
-91.8492645,40.37901195,DKC63-33RIB,34.7701,6.0135,4.76
-91.8492646,40.37899295,DKC63-33RIB,35.0881,5.959,4.74
-91.8492654,40.37897395,DKC63-33RIB,35.4091,5.9049,4.73
-91.8492653,40.37895495,DKC63-33RIB,35.5881,5.8752,4.73
-91.8492657,40.37893585,DKC63-33RIB,35.7061,5.8558,4.73
-91.8492659,40.37891695,DKC63-33RIB,35.7921,5.8418,4.74
-91.8492663,40.37889795,DKC63-33RIB,35.9121,5.8222,4.72
-91.8492665,40.37887865,DKC63-33RIB,36.0391,5.8017,4.75
-91.8492671,40.37885975,DKC63-33RIB,36.0821,5.7948,4.74
-91.8492673,40.37884075,DKC63-33RIB,36.1721,5.7804,4.75
-91.8492678,40.37882165,DKC63-33RIB,36.2461,5.7686,4.74
-91.8492681,40.37880265,DKC63-33RIB,36.3001,5.76,4.74
-91.8492682,40.37878355,DKC63-33RIB,36.3861,5.7464,4.75
-91.8492686,40.37876455,DKC63-33RIB,36.4341,5.7388,4.74
-91.8492686,40.37874545,DKC63-33RIB,36.6611,5.7033,4.75
-91.8492692,40.37872645,DKC63-33RIB,36.6271,5.7086,4.74
-91.8492694,40.37870745,DKC63-33RIB,36.6551,5.7042,4.74
-91.8492697,40.37868835,DKC63-33RIB,36.8951,5.6671,4.74
-91.8492696,40.37866935,DKC63-33RIB,37.0481,5.6437,4.74
-91.84927,40.37865045,DKC63-33RIB,37.2271,5.6166,4.74
-91.8492706,40.37863125,DKC63-33RIB,37.3181,5.6029,4.74
-91.8492707,40.37861225,DKC63-33RIB,37.3651,5.5958,4.74
-91.8492709,40.37859335,DKC63-33RIB,37.3441,5.599,4.73
-91.8492712,40.37857395,DKC63-33RIB,37.3061,5.6047,4.75
-91.8492718,40.37855505,DKC63-33RIB,37.2441,5.614,4.75
-91.8492716,40.37853595,DKC63-33RIB,37.2811,5.6084,4.76
-91.8492724,40.37851695,DKC63-33RIB,37.3221,5.6023,4.74
-91.8492728,40.37849785,DKC63-33RIB,37.3131,5.6036,4.75
-91.8492729,40.37847885,DKC63-33RIB,37.2741,5.6095,4.75
-91.849273,40.37845985,DKC63-33RIB,37.3221,5.6023,4.74
-91.8492734,40.37844085,DKC63-33RIB,37.3441,5.599,4.73
-91.8492734,40.37842175,DKC63-33RIB,37.3321,5.6008,4.74
-91.849274,40.37840275,DKC63-33RIB,37.3081,5.6044,4.73
-91.8492743,40.37838385,DKC63-33RIB,37.2721,5.6098,4.73
-91.8492748,40.37836485,DKC63-33RIB,37.2881,5.6074,4.73
-91.8492748,40.37834575,DKC63-33RIB,37.2841,5.608,4.74
-91.849275,40.37832685,DKC63-33RIB,37.2721,5.6098,4.73
-91.8492754,40.37830775,DKC63-33RIB,37.2571,5.612,4.73
-91.8492756,40.37828885,DKC63-33RIB,37.2691,5.6102,4.73
-91.8492761,40.37826965,DKC63-33RIB,37.2621,5.6113,4.74
-91.8492762,40.37825065,DKC63-33RIB,37.2511,5.6129,4.75
-91.8492767,40.37823165,DKC63-33RIB,37.2691,5.6102,4.75
-91.8492769,40.37821245,DKC63-33RIB,37.2561,5.6122,4.75
-91.8492772,40.37819355,DKC63-33RIB,37.2621,5.6113,4.74
-91.8492777,40.37817445,DKC63-33RIB,37.2751,5.6093,4.74
-91.8492777,40.37815545,DKC63-33RIB,37.3281,5.6014,4.74
-91.8492781,40.37813645,DKC63-33RIB,37.3121,5.6038,4.74
-91.8492783,40.37811745,DKC63-33RIB,37.2961,5.6062,4.74
-91.8492788,40.37809835,DKC63-33RIB,37.4151,5.5883,4.74
-91.849279,40.37807925,DKC63-33RIB,38.0342,5.4974,4.74
-91.8492794,40.37806025,DKC63-33RIB,38.4072,5.444,4.75
-91.8492796,40.37804115,DKC63-33RIB,38.3802,5.4478,4.75
-91.8492798,40.37802205,DKC63-33RIB,38.4202,5.4422,4.75
-91.8492799,40.37800285,DKC63-33RIB,38.0362,5.4971,4.76
-91.8492802,40.37798385,DKC63-33RIB,38.2642,5.4644,4.76
-91.8492808,40.37796465,DKC63-33RIB,38.3352,5.4542,4.77
-91.8492809,40.37794555,DKC63-33RIB,38.3652,5.45,4.76
-91.8492812,40.37792655,DKC63-33RIB,38.2642,5.4644,4.75
-91.8492816,40.37790745,DKC63-33RIB,38.2952,5.4599,4.74
-91.8492818,40.37788825,DKC63-33RIB,38.2742,5.4629,4.75
-91.8492822,40.37786915,DKC63-33RIB,38.2992,5.4594,4.76
-91.8492822,40.37785005,DKC63-33RIB,38.3052,5.4585,4.77
-91.8492828,40.37783105,DKC63-33RIB,38.2802,5.4621,4.75
-91.8492831,40.37781165,DKC63-33RIB,38.3222,5.4561,4.77
-91.8492832,40.37779245,DKC63-33RIB,38.2592,5.4651,4.77
-91.8492836,40.37777335,DKC63-33RIB,38.2712,5.4634,4.79
-91.8492839,40.37775415,DKC63-33RIB,38.2582,5.4652,4.78
-91.8492844,40.37773495,DKC63-33RIB,38.2572,5.4654,4.78
-91.8492846,40.37771575,DKC63-33RIB,38.2482,5.4666,4.78
-91.849285,40.37769645,DKC63-33RIB,38.2672,5.4639,4.79
-91.849285,40.37767725,DKC63-33RIB,38.2242,5.4701,4.78
-91.8492853,40.37765815,DKC63-33RIB,38.2002,5.4735,4.78
-91.8492857,40.37763895,DKC63-33RIB,38.2192,5.4708,4.77
-91.8492857,40.37761985,DKC63-33RIB,38.2662,5.4641,4.77
-91.8492862,40.37760055,DKC63-33RIB,38.2482,5.4666,4.78
-91.8492865,40.37758155,DKC63-33RIB,38.2202,5.4706,4.77
-91.8492869,40.37756245,DKC63-33RIB,38.2012,5.4734,4.77
-91.8492873,40.37754325,DKC63-33RIB,38.2722,5.4632,4.76
-91.8492876,40.37752415,DKC63-33RIB,38.2372,5.4682,4.76
-91.8492879,40.37750515,DKC63-33RIB,38.2642,5.4644,4.76
-91.849288,40.37748605,DKC63-33RIB,38.2992,5.4594,4.75
-91.8492885,40.37746695,DKC63-33RIB,38.2632,5.4645,4.75
-91.8492889,40.37744795,DKC63-33RIB,38.3052,5.4585,4.74
-91.849289,40.37742895,DKC63-33RIB,38.2982,5.4595,4.74
-91.8492891,40.37740985,DKC63-33RIB,38.0852,5.49,4.73
-91.8492894,40.37739085,DKC63-33RIB,37.3461,5.5987,4.74
-91.8492898,40.37737185,DKC63-33RIB,37.7032,5.5457,4.73
-91.8492903,40.37735295,DKC63-33RIB,37.6902,5.5476,4.74
-91.8492904,40.37733385,DKC63-33RIB,37.4371,5.5851,4.74
-91.8492906,40.37731485,DKC63-33RIB,37.3711,5.5949,4.73
-91.8492909,40.37729595,DKC63-33RIB,37.3611,5.5964,4.72
-91.8492912,40.37727695,DKC63-33RIB,37.4961,5.5763,4.73
-91.8492917,40.37725805,DKC63-33RIB,38.2262,5.4698,4.72
-91.8492917,40.37723915,DKC63-33RIB,38.4162,5.4427,4.72
-91.8492919,40.37722015,DKC63-33RIB,38.1942,5.4744,4.72
-91.8492924,40.37720125,DKC63-33RIB,38.3292,5.4551,4.71
-91.8492929,40.37718225,DKC63-33RIB,38.2392,5.4679,4.71
-91.8492929,40.37716335,DKC63-33RIB,38.2542,5.4658,4.72
-91.8492933,40.37714435,DKC63-33RIB,38.2382,5.4681,4.72
-91.8492935,40.37712535,DKC63-33RIB,38.2932,5.4602,4.72
-91.8492942,40.37710645,DKC63-33RIB,38.2522,5.4661,4.72
-91.8492943,40.37708735,DKC63-33RIB,38.2672,5.4639,4.73
-91.8492946,40.37706835,DKC63-33RIB,38.2572,5.4654,4.74
-91.8492947,40.37704935,DKC63-33RIB,38.2392,5.4679,4.73
-91.849295,40.37703025,DKC63-33RIB,38.2462,5.4669,4.74
-91.8492955,40.37701115,DKC63-33RIB,38.2152,5.4714,4.75
-91.8492952,40.37699215,DKC63-33RIB,38.1762,5.4769,4.75
-91.8492959,40.37697305,DKC63-33RIB,38.2302,5.4692,4.76
-91.849296,40.37695395,DKC63-33RIB,38.2482,5.4666,4.75
-91.8492964,40.37693495,DKC63-33RIB,38.2222,5.4704,4.75
-91.8492969,40.37691595,DKC63-33RIB,38.2622,5.4646,4.74
-91.8492971,40.37689685,DKC63-33RIB,38.2682,5.4638,4.74
-91.8492974,40.37687785,DKC63-33RIB,38.2532,5.4659,4.74
-91.8492974,40.37685875,DKC63-33RIB,38.3062,5.4584,4.75
-91.8492981,40.37683975,DKC63-33RIB,38.2762,5.4626,4.74
-91.8492983,40.37682065,DKC63-33RIB,38.2592,5.4651,4.76
-91.8492987,40.37680155,DKC63-33RIB,38.2852,5.4614,4.75
-91.8492986,40.37678255,DKC63-33RIB,38.2772,5.4625,4.75
-91.8492993,40.37676345,DKC63-33RIB,38.3242,5.4558,4.75
-91.8492996,40.37674435,DKC63-33RIB,38.3132,5.4574,4.74
-91.8492996,40.37672535,DKC63-33RIB,38.3192,5.4565,4.75
-91.8492997,40.37670625,DKC63-33RIB,38.3492,5.4522,4.76
-91.8493003,40.37668715,DKC63-33RIB,38.3512,5.452,4.75
-91.8493007,40.37666805,DKC63-33RIB,38.3382,5.4538,4.76
-91.8493008,40.37664905,DKC63-33RIB,38.3902,5.4464,4.75
-91.849301,40.37662995,DKC63-33RIB,38.4092,5.4437,4.76
-91.8493014,40.37661085,DKC63-33RIB,38.4452,5.4386,4.75
-91.8493018,40.37659175,DKC63-33RIB,38.4402,5.4393,4.75
-91.8493019,40.37657265,DKC63-33RIB,38.4262,5.4413,4.75
-91.8493024,40.37655355,DKC63-33RIB,38.4482,5.4382,4.75
-91.8493025,40.37653445,DKC63-33RIB,38.4202,5.4422,4.75
-91.849303,40.37651535,DKC63-33RIB,38.4212,5.442,4.76
-91.8493033,40.37649625,DKC63-33RIB,38.4522,5.4376,4.76
-91.8493034,40.37647705,DKC63-33RIB,38.4232,5.4417,4.76
-91.849304,40.37645805,DKC63-33RIB,38.4382,5.4396,4.76
-91.8493043,40.37643905,DKC63-33RIB,38.4622,5.4362,4.75
-91.8493042,40.37642005,DKC63-33RIB,38.4772,5.4341,4.74
-91.8493046,40.37640085,DKC63-33RIB,38.4782,5.434,4.75
-91.8493048,40.37638185,DKC63-33RIB,38.4472,5.4383,4.75
-91.8493054,40.37636275,DKC63-33RIB,38.4502,5.4379,4.76
-91.8493054,40.37634355,DKC63-33RIB,38.4422,5.4391,4.76
-91.8493058,40.37632455,DKC63-33RIB,38.1002,5.4879,4.76
-91.8493063,40.37630535,DKC63-33RIB,37.9152,5.5147,4.76
-91.8493067,40.37628625,DKC63-33RIB,37.5042,5.5751,4.76
-91.8493069,40.37626715,DKC63-33RIB,37.5552,5.5675,4.76
-91.8493072,40.37624805,DKC63-33RIB,37.3381,5.5999,4.76
-91.8493074,40.37622885,DKC63-33RIB,37.4471,5.5836,4.77
-91.8493078,40.37620985,DKC63-33RIB,37.3111,5.6039,4.76
-91.8493079,40.37619075,DKC63-33RIB,36.9321,5.6614,4.76
-91.8493082,40.37617215,DKC63-33RIB,37.7662,5.5364,4.73
-91.8493086,40.37615685,DKC63-33RIB,38.4402,5.4393,3.92
-91.8493089,40.37614045,DKC63-33RIB,42.9822,4.8645,4.22
-91.849309,40.37612475,DKC63-33RIB,42.4962,4.9202,3.96
-91.8493092,40.37610905,DKC63-33RIB,41.7052,5.0135,3.97
-91.8493093,40.37609515,DKC63-33RIB,41.2882,5.0641,3.8
-91.8493097,40.37608345,DKC63-33RIB,41.3152,5.0608,3.34
-91.8491629,40.37610815,DKC63-33RIB,41.3152,5.0608,3.57
-91.8491633,40.37612295,DKC63-33RIB,41.3152,5.0608,3.59
-91.8491632,40.37612935,DKC63-33RIB,41.3152,5.0608,3.68
-91.8491629,40.37615965,DKC63-33RIB,41.3152,5.0608,4.75
-91.8491628,40.37617485,DKC63-33RIB,41.3152,5.0608,4.77
-91.8491628,40.37619385,DKC63-33RIB,37.8172,5.5289,4.75
-91.8491626,40.37620905,DKC63-33RIB,36.5721,5.7172,4.78
-91.849162,40.37622805,DKC63-33RIB,37.1401,5.6297,4.74
-91.8491638,40.37611315,DKC63-33RIB,37.1401,5.6297,3.51
-91.8491637,40.37612995,DKC63-33RIB,24.9161,8.3917,4.11
-91.8491633,40.37614755,DKC63-33RIB,24.9161,8.3917,4.22
-91.8491628,40.37616635,DKC63-33RIB,29.0021,7.2094,4.41
-91.8491628,40.37618475,DKC63-33RIB,31.0171,6.7411,4.52
-91.8491623,40.37620365,DKC63-33RIB,32.2441,6.4846,4.65
-91.849162,40.37622215,DKC63-33RIB,33.2701,6.2846,4.64
-91.8491616,40.37624095,DKC63-33RIB,33.8751,6.1723,4.66
-91.8491611,40.37626005,DKC63-33RIB,34.2581,6.1033,4.69
-91.8491609,40.37627905,DKC63-33RIB,34.7111,6.0237,4.72
-91.8491605,40.37629805,DKC63-33RIB,35.0021,5.9736,4.74
-91.84916,40.37631715,DKC63-33RIB,35.1891,5.9419,4.74
-91.84916,40.37633625,DKC63-33RIB,35.3981,5.9068,4.74
-91.8491596,40.37635525,DKC63-33RIB,37.3141,5.6035,4.74
-91.8491595,40.37637415,DKC63-33RIB,37.9482,5.5099,4.74
-91.8491591,40.37639325,DKC63-33RIB,38.4252,5.4415,4.73
-91.8491589,40.37641215,DKC63-33RIB,38.6712,5.4068,4.73
-91.8491587,40.37643115,DKC63-33RIB,38.5752,5.4203,4.72
-91.8491582,40.37645025,DKC63-33RIB,38.4752,5.4344,4.73
-91.8491581,40.37646925,DKC63-33RIB,38.4312,5.4406,4.74
-91.8491579,40.37648825,DKC63-33RIB,38.3702,5.4493,4.75
-91.8491576,40.37650735,DKC63-33RIB,38.5242,5.4275,4.74
-91.8491573,40.37652635,DKC63-33RIB,38.4512,5.4378,4.74
-91.849157,40.37654535,DKC63-33RIB,38.4782,5.434,4.74
-91.8491567,40.37656445,DKC63-33RIB,38.4352,5.44,4.75
-91.8491564,40.37658355,DKC63-33RIB,38.5102,5.4294,4.74
-91.849156,40.37660275,DKC63-33RIB,38.4602,5.4365,4.76
-91.8491556,40.37662175,DKC63-33RIB,38.4612,5.4364,4.75
-91.8491556,40.37664095,DKC63-33RIB,38.4722,5.4348,4.76
-91.8491549,40.37665995,DKC63-33RIB,38.4382,5.4396,4.76
-91.8491546,40.37667885,DKC63-33RIB,38.4682,5.4354,4.74
-91.8491547,40.37669805,DKC63-33RIB,38.4492,5.4381,4.74
-91.8491542,40.37671715,DKC63-33RIB,38.4722,5.4348,4.74
-91.849154,40.37673615,DKC63-33RIB,38.4602,5.4365,4.75
-91.8491536,40.37675525,DKC63-33RIB,38.4372,5.4398,4.75
-91.8491533,40.37677445,DKC63-33RIB,38.4772,5.4341,4.76
-91.849153,40.37679355,DKC63-33RIB,38.4172,5.4426,4.77
-91.8491527,40.37681265,DKC63-33RIB,38.4352,5.44,4.76
-91.8491524,40.37683175,DKC63-33RIB,38.4302,5.4407,4.76
-91.8491521,40.37685095,DKC63-33RIB,38.4222,5.4419,4.76
-91.849152,40.37686995,DKC63-33RIB,38.4252,5.4415,4.76
-91.8491517,40.37688905,DKC63-33RIB,38.3922,5.4461,4.76
-91.8491512,40.37690815,DKC63-33RIB,38.4012,5.4449,4.76
-91.8491512,40.37692735,DKC63-33RIB,38.3722,5.449,4.76
-91.8491506,40.37694645,DKC63-33RIB,38.3942,5.4459,4.76
-91.8491505,40.37696565,DKC63-33RIB,38.3392,5.4537,4.76
-91.8491503,40.37698475,DKC63-33RIB,38.3522,5.4518,4.77
-91.8491499,40.37700395,DKC63-33RIB,38.3312,5.4548,4.77
-91.8491495,40.37702305,DKC63-33RIB,38.3312,5.4548,4.77
-91.8491495,40.37704215,DKC63-33RIB,38.3332,5.4545,4.77
-91.8491493,40.37706145,DKC63-33RIB,38.2902,5.4606,4.77
-91.849149,40.37708055,DKC63-33RIB,38.2832,5.4616,4.77
-91.8491486,40.37709975,DKC63-33RIB,38.2412,5.4676,4.78
-91.8491482,40.37711895,DKC63-33RIB,38.2252,5.4699,4.78
-91.8491478,40.37713805,DKC63-33RIB,38.2522,5.4661,4.77
-91.8491477,40.37715715,DKC63-33RIB,38.2222,5.4704,4.76
-91.8491471,40.37717635,DKC63-33RIB,38.2252,5.4699,4.77
-91.849147,40.37719545,DKC63-33RIB,37.9982,5.5026,4.77
-91.8491465,40.37721465,DKC63-33RIB,37.7452,5.5395,4.77
-91.8491462,40.37723375,DKC63-33RIB,37.2891,5.6072,4.77
-91.8491459,40.37725285,DKC63-33RIB,36.9931,5.6521,4.77
-91.8491456,40.37727195,DKC63-33RIB,37.2031,5.6202,4.76
-91.8491454,40.37729105,DKC63-33RIB,37.1671,5.6256,4.76
-91.8491453,40.37731015,DKC63-33RIB,37.1511,5.6281,4.76
-91.8491447,40.37732935,DKC63-33RIB,37.2551,5.6123,4.76
-91.8491446,40.37734825,DKC63-33RIB,37.2761,5.6092,4.76
-91.8491444,40.37736735,DKC63-33RIB,37.3421,5.5993,4.74
-91.8491439,40.37738635,DKC63-33RIB,37.3491,5.5982,4.74
-91.8491441,40.37740535,DKC63-33RIB,37.2991,5.6057,4.74
-91.8491434,40.37742435,DKC63-33RIB,37.3231,5.6021,4.73
-91.849143,40.37744325,DKC63-33RIB,37.3391,5.5997,4.73
-91.8491425,40.37746225,DKC63-33RIB,37.3711,5.5949,4.73
-91.8491423,40.37748135,DKC63-33RIB,37.3021,5.6053,4.73
-91.8491421,40.37750035,DKC63-33RIB,37.3281,5.6014,4.73
-91.849142,40.37751935,DKC63-33RIB,37.2911,5.6069,4.73
-91.8491416,40.37753835,DKC63-33RIB,37.2691,5.6102,4.73
-91.8491412,40.37755735,DKC63-33RIB,37.2841,5.608,4.73
-91.8491409,40.37757635,DKC63-33RIB,37.2661,5.6107,4.74
-91.8491407,40.37759535,DKC63-33RIB,37.2571,5.612,4.73
-91.8491404,40.37761435,DKC63-33RIB,37.2561,5.6122,4.74
-91.8491402,40.37763345,DKC63-33RIB,37.2701,5.6101,4.74
-91.84914,40.37765235,DKC63-33RIB,37.2791,5.6087,4.73
-91.8491394,40.37767145,DKC63-33RIB,37.2621,5.6113,4.73
-91.8491394,40.37769065,DKC63-33RIB,37.2541,5.6125,4.75
-91.8491391,40.37770965,DKC63-33RIB,37.2591,5.6117,4.75
-91.8491386,40.37772875,DKC63-33RIB,37.2411,5.6145,4.77
-91.8491387,40.37774805,DKC63-33RIB,37.2151,5.6184,4.76
-91.8491379,40.37776705,DKC63-33RIB,37.1891,5.6223,4.77
-91.8491377,40.37778635,DKC63-33RIB,37.1881,5.6225,4.77
-91.8491372,40.37780545,DKC63-33RIB,37.1761,5.6243,4.77
-91.849137,40.37782455,DKC63-33RIB,37.1841,5.6231,4.77
-91.8491369,40.37784375,DKC63-33RIB,37.1731,5.6247,4.77
-91.8491365,40.37786285,DKC63-33RIB,37.1471,5.6287,4.76
-91.8491361,40.37788205,DKC63-33RIB,37.1961,5.6212,4.77
-91.8491359,40.37790125,DKC63-33RIB,37.1481,5.6285,4.77
-91.8491356,40.37792035,DKC63-33RIB,37.1701,5.6252,4.78
-91.8491354,40.37793955,DKC63-33RIB,37.2011,5.6205,4.78
-91.8491353,40.37795855,DKC63-33RIB,37.2071,5.6196,4.76
-91.8491346,40.37797765,DKC63-33RIB,37.2341,5.6155,4.75
-91.8491348,40.37799675,DKC63-33RIB,37.2301,5.6161,4.75
-91.8491343,40.37801585,DKC63-33RIB,37.2671,5.6105,4.75
-91.8491339,40.37803485,DKC63-33RIB,37.2771,5.609,4.75
-91.8491338,40.37805385,DKC63-33RIB,37.2751,5.6093,4.75
-91.8491336,40.37807305,DKC63-33RIB,37.2891,5.6072,4.75
-91.8491334,40.37809205,DKC63-33RIB,37.3201,5.6026,4.74
-91.8491329,40.37811105,DKC63-33RIB,37.3001,5.6056,4.75
-91.8491326,40.37813005,DKC63-33RIB,37.3431,5.5991,4.74
-91.8491324,40.37814905,DKC63-33RIB,37.3461,5.5987,4.74
-91.8491323,40.37816805,DKC63-33RIB,37.3161,5.6032,4.73
-91.8491318,40.37818705,DKC63-33RIB,37.3341,5.6005,4.73
-91.8491314,40.37820615,DKC63-33RIB,37.3341,5.6005,4.74
-91.849131,40.37822505,DKC63-33RIB,37.3431,5.5991,4.73
-91.8491309,40.37824395,DKC63-33RIB,37.3491,5.5982,4.72
-91.8491304,40.37826305,DKC63-33RIB,37.3521,5.5978,4.72
-91.8491303,40.37828205,DKC63-33RIB,37.3181,5.6029,4.73
-91.84913,40.37830105,DKC63-33RIB,37.3341,5.6005,4.74
-91.8491296,40.37832005,DKC63-33RIB,37.3261,5.6017,4.74
-91.8491296,40.37833905,DKC63-33RIB,37.3241,5.602,4.74
-91.8491292,40.37835815,DKC63-33RIB,37.2941,5.6065,4.74
-91.8491289,40.37837715,DKC63-33RIB,37.2861,5.6077,4.74
-91.8491284,40.37839615,DKC63-33RIB,37.2901,5.6071,4.74
-91.8491285,40.37841525,DKC63-33RIB,37.2371,5.6151,4.74
-91.8491282,40.37843425,DKC63-33RIB,37.2391,5.6148,4.74
-91.849128,40.37845335,DKC63-33RIB,37.2281,5.6164,4.74
-91.8491274,40.37847235,DKC63-33RIB,37.2081,5.6194,4.75
-91.849127,40.37849135,DKC63-33RIB,37.2051,5.6199,4.74
-91.8491266,40.37851045,DKC63-33RIB,37.2051,5.6199,4.74
-91.8491266,40.37852935,DKC63-33RIB,37.1651,5.6259,4.73
-91.8491264,40.37854835,DKC63-33RIB,37.1691,5.6253,4.74
-91.8491262,40.37856745,DKC63-33RIB,37.1781,5.624,4.74
-91.8491258,40.37858645,DKC63-33RIB,37.1631,5.6262,4.73
-91.8491254,40.37860535,DKC63-33RIB,37.1831,5.6232,4.73
-91.8491252,40.37862455,DKC63-33RIB,37.1391,5.6299,4.73
-91.8491251,40.37864355,DKC63-33RIB,37.1181,5.6331,4.73
-91.8491246,40.37866245,DKC63-33RIB,37.1061,5.6349,4.74
-91.8491239,40.37868165,DKC63-33RIB,37.1201,5.6328,4.74
-91.8491238,40.37870065,DKC63-33RIB,37.1411,5.6296,4.74
-91.8491235,40.37871975,DKC63-33RIB,37.1381,5.63,4.75
-91.8491234,40.37873885,DKC63-33RIB,37.1231,5.6323,4.76
-91.8491229,40.37875785,DKC63-33RIB,37.1361,5.6303,4.75
-91.8491224,40.37877695,DKC63-33RIB,37.1321,5.6309,4.75
-91.8491225,40.37879595,DKC63-33RIB,37.1481,5.6285,4.75
-91.849122,40.37881505,DKC63-33RIB,37.1751,5.6244,4.75
-91.8491217,40.37883405,DKC63-33RIB,37.1401,5.6297,4.74
-91.8491215,40.37885315,DKC63-33RIB,37.1321,5.6309,4.74
-91.8491216,40.37887215,DKC63-33RIB,37.1691,5.6253,4.74
-91.8491209,40.37889125,DKC63-33RIB,37.1521,5.6279,4.74
-91.849121,40.37891025,DKC63-33RIB,37.1571,5.6271,4.74
-91.8491203,40.37892935,DKC63-33RIB,37.1941,5.6216,4.75
-91.8491202,40.37894835,DKC63-33RIB,37.1831,5.6232,4.74
-91.8491202,40.37896735,DKC63-33RIB,37.2051,5.6199,4.74
-91.8491193,40.37898655,DKC63-33RIB,37.2111,5.619,4.75
-91.8491194,40.37900565,DKC63-33RIB,37.2231,5.6172,4.75
-91.8491187,40.37902455,DKC63-33RIB,37.2131,5.6187,4.75
-91.8491183,40.37904375,DKC63-33RIB,37.2411,5.6145,4.75
-91.849118,40.37906275,DKC63-33RIB,37.2511,5.6129,4.74
-91.849118,40.37908175,DKC63-33RIB,37.2401,5.6146,4.75
-91.8491172,40.37910095,DKC63-33RIB,37.2411,5.6145,4.74
-91.8491171,40.37912005,DKC63-33RIB,37.2641,5.611,4.76
-91.8491171,40.37913695,DKC63-33RIB,37.3751,5.5943,4.64
-91.8491168,40.37915245,DKC63-33RIB,37.7202,5.5432,3.89
-91.8491163,40.37916845,DKC63-33RIB,37.8162,5.5291,3.97
-91.849116,40.37918435,DKC63-33RIB,37.8152,5.5292,3.93
-91.849116,40.37919915,DKC63-33RIB,37.8152,5.5292,3.92
-91.8491158,40.37921305,DKC63-33RIB,37.8152,5.5292,3.74
-91.8489714,40.37921555,DKC63-33RIB,37.8152,5.5292,3.15
-91.8489724,40.37919875,DKC63-33RIB,37.8152,5.5292,4.2
-91.8489729,40.37918215,DKC63-33RIB,37.8152,5.5292,4.15
-91.8489731,40.37916505,DKC63-33RIB,36.6831,5.6999,4.19
-91.8489739,40.37914725,DKC63-33RIB,36.4751,5.7324,4.25
-91.848974,40.37912865,DKC63-33RIB,35.5211,5.8863,4.42
-91.848974,40.37911045,DKC63-33RIB,35.5461,5.8822,4.5
-91.8489742,40.37909215,DKC63-33RIB,35.7271,5.8524,4.57
-91.8489748,40.37907395,DKC63-33RIB,35.9771,5.8117,4.55
-91.8489748,40.37905565,DKC63-33RIB,36.1611,5.7821,4.55
-91.8489746,40.37903735,DKC63-33RIB,36.3141,5.7578,4.55
-91.8489747,40.37901845,DKC63-33RIB,36.3561,5.7511,4.59
-91.8489748,40.37899905,DKC63-33RIB,36.2661,5.7654,4.68
-91.8489755,40.37898005,DKC63-33RIB,36.2611,5.7662,4.74
-91.8489755,40.37896095,DKC63-33RIB,36.2921,5.7613,4.77
-91.8489764,40.37894185,DKC63-33RIB,36.3871,5.7462,4.75
-91.8489762,40.37892285,DKC63-33RIB,36.5161,5.7259,4.75
-91.8489765,40.37890365,DKC63-33RIB,36.5701,5.7175,4.76
-91.8489767,40.37888455,DKC63-33RIB,36.6091,5.7114,4.76
-91.848977,40.37886555,DKC63-33RIB,36.6841,5.6997,4.76
-91.8489776,40.37884645,DKC63-33RIB,36.7201,5.6941,4.75
-91.8489778,40.37882755,DKC63-33RIB,36.8001,5.6817,4.73
-91.8489783,40.37880855,DKC63-33RIB,36.8471,5.6745,4.73
-91.8489784,40.37878955,DKC63-33RIB,36.8781,5.6697,4.72
-91.8489787,40.37877055,DKC63-33RIB,36.9301,5.6617,4.73
-91.848979,40.37875155,DKC63-33RIB,37.0031,5.6506,4.73
-91.8489793,40.37873255,DKC63-33RIB,37.2291,5.6163,4.73
-91.8489793,40.37871365,DKC63-33RIB,37.3031,5.6051,4.72
-91.8489798,40.37869455,DKC63-33RIB,37.3381,5.5999,4.73
-91.8489801,40.37867935,DKC63-33RIB,37.3641,5.596,4.73
-91.8489803,40.37865655,DKC63-33RIB,37.4461,5.5837,4.74
-91.8489807,40.37863745,DKC63-33RIB,37.4081,5.5894,4.74
-91.8489811,40.37861845,DKC63-33RIB,37.4921,5.5769,4.74
-91.8489814,40.37859935,DKC63-33RIB,37.5852,5.5631,4.75
-91.8489818,40.37858035,DKC63-33RIB,37.5802,5.5638,4.74
-91.8489823,40.37856125,DKC63-33RIB,37.6272,5.5569,4.75
