long,lat,variety,seeding_rate,seed_spacing,speed
-91.8459998,40.37904735,DKC63-33RIB,36.0771,5.7956,4.51
-91.8460001,40.37902925,DKC63-33RIB,36.0461,5.8006,4.51
-91.8460008,40.37901125,DKC63-33RIB,35.9681,5.8132,4.51
-91.8460013,40.37899315,DKC63-33RIB,35.7401,5.8503,4.51
-91.8460015,40.37897145,DKC63-33RIB,35.4261,5.9021,4.5
-91.8460021,40.37895695,DKC63-33RIB,35.1511,5.9483,4.49
-91.8460024,40.37893885,DKC63-33RIB,35.1681,5.9454,4.51
-91.8460026,40.37892065,DKC63-33RIB,35.1761,5.9441,4.51
-91.8460029,40.37890255,DKC63-33RIB,35.1911,5.9415,4.52
-91.8460031,40.37888455,DKC63-33RIB,35.1601,5.9468,4.5
-91.8460036,40.37886655,DKC63-33RIB,35.2071,5.9388,4.51
-91.8460042,40.37884845,DKC63-33RIB,35.1761,5.9441,4.49
-91.8460042,40.37883035,DKC63-33RIB,35.1991,5.9402,4.49
-91.8460039,40.37881225,DKC63-33RIB,35.1951,5.9408,4.5
-91.846005,40.37879425,DKC63-33RIB,35.1611,5.9466,4.5
-91.8460053,40.37877615,DKC63-33RIB,35.2061,5.939,4.5
-91.8460057,40.37875815,DKC63-33RIB,35.1821,5.943,4.5
-91.8460059,40.37874005,DKC63-33RIB,35.1621,5.9464,4.5
-91.8460061,40.37872185,DKC63-33RIB,35.2041,5.9393,4.51
-91.8460063,40.37870025,DKC63-33RIB,35.2321,5.9346,4.5
-91.8460063,40.37868225,DKC63-33RIB,35.1861,5.9424,4.5
-91.8460062,40.37866425,DKC63-33RIB,35.1991,5.9402,4.49
-91.8460064,40.37864615,DKC63-33RIB,35.2251,5.9358,4.5
-91.8460062,40.37862815,DKC63-33RIB,35.2061,5.939,4.49
-91.8460068,40.37861005,DKC63-33RIB,35.2041,5.9393,4.49
-91.8460072,40.37859195,DKC63-33RIB,35.1951,5.9408,4.5
-91.846007,40.37857385,DKC63-33RIB,35.2281,5.9353,4.51
-91.8460077,40.37855585,DKC63-33RIB,35.2061,5.939,4.51
-91.8460071,40.37853775,DKC63-33RIB,35.2031,5.9395,4.5
-91.8460079,40.37851975,DKC63-33RIB,35.1931,5.9412,4.49
-91.8460088,40.37850155,DKC63-33RIB,35.2181,5.937,4.5
-91.8460088,40.37848345,DKC63-33RIB,35.2191,5.9368,4.51
-91.846009,40.37846535,DKC63-33RIB,35.2471,5.9321,4.51
-91.8460094,40.37844725,DKC63-33RIB,35.1941,5.941,4.51
-91.8460104,40.37842915,DKC63-33RIB,35.1991,5.9402,4.51
-91.8460101,40.37841105,DKC63-33RIB,35.2001,5.94,4.51
-91.846011,40.37839305,DKC63-33RIB,35.2141,5.9376,4.5
-91.8460114,40.37837505,DKC63-33RIB,35.2121,5.938,4.5
-91.8460111,40.37835695,DKC63-33RIB,35.1821,5.943,4.5
-91.846012,40.37833895,DKC63-33RIB,35.2481,5.9319,4.49
-91.8460117,40.37832095,DKC63-33RIB,35.2651,5.9291,4.49
-91.8460119,40.37830285,DKC63-33RIB,35.2441,5.9326,4.49
-91.8460124,40.37828485,DKC63-33RIB,35.2071,5.9388,4.49
-91.8460122,40.37826675,DKC63-33RIB,35.2541,5.9309,4.49
-91.8460126,40.37824875,DKC63-33RIB,35.2701,5.9282,4.49
-91.8460131,40.37823065,DKC63-33RIB,35.2471,5.9321,4.5
-91.846013,40.37821255,DKC63-33RIB,35.2271,5.9354,4.5
-91.8460137,40.37819445,DKC63-33RIB,35.2431,5.9328,4.51
-91.8460139,40.37817635,DKC63-33RIB,35.2361,5.9339,4.51
-91.8460146,40.37815845,DKC63-33RIB,35.2101,5.9383,4.5
-91.846015,40.37814045,DKC63-33RIB,35.2501,5.9316,4.48
-91.846015,40.37812245,DKC63-33RIB,35.2311,5.9348,4.48
-91.8460158,40.37810435,DKC63-33RIB,35.2661,5.9289,4.48
-91.8460165,40.37808645,DKC63-33RIB,35.2551,5.9307,4.48
-91.8460167,40.37806845,DKC63-33RIB,35.2481,5.9319,4.48
-91.8460172,40.37805035,DKC63-33RIB,35.2431,5.9328,4.49
-91.8460179,40.37803225,DKC63-33RIB,35.2921,5.9245,4.5
-91.8460184,40.37801415,DKC63-33RIB,35.2701,5.9282,4.5
-91.8460187,40.37799615,DKC63-33RIB,35.2621,5.9296,4.5
-91.8460192,40.37797805,DKC63-33RIB,35.2851,5.9257,4.5
-91.8460193,40.37795995,DKC63-33RIB,35.2871,5.9254,4.5
-91.8460201,40.37794185,DKC63-33RIB,35.2801,5.9265,4.5
-91.8460203,40.37792375,DKC63-33RIB,35.2491,5.9317,4.51
-91.8460207,40.37790555,DKC63-33RIB,35.2131,5.9378,4.51
-91.8460211,40.37788745,DKC63-33RIB,35.2181,5.937,4.52
-91.8460213,40.37786935,DKC63-33RIB,35.2651,5.9291,4.52
-91.8460215,40.37785115,DKC63-33RIB,35.2211,5.9365,4.52
-91.8460217,40.37783305,DKC63-33RIB,35.2281,5.9353,4.52
-91.8460224,40.37781495,DKC63-33RIB,35.2541,5.9309,4.51
-91.846022,40.37779685,DKC63-33RIB,35.2731,5.9277,4.52
-91.8460221,40.37777855,DKC63-33RIB,35.2541,5.9309,4.52
-91.8460228,40.37776055,DKC63-33RIB,35.2421,5.9329,4.51
-91.8460232,40.37774245,DKC63-33RIB,35.2671,5.9287,4.51
-91.8460231,40.37772425,DKC63-33RIB,35.2311,5.9348,4.51
-91.8460228,40.37770615,DKC63-33RIB,35.2281,5.9353,4.52
-91.8460229,40.37768805,DKC63-33RIB,35.2381,5.9336,4.5
-91.8460236,40.37766995,DKC63-33RIB,35.2331,5.9344,4.52
-91.8460236,40.37765175,DKC63-33RIB,35.2501,5.9316,4.51
-91.8460237,40.37763375,DKC63-33RIB,35.2351,5.9341,4.51
-91.8460242,40.37761565,DKC63-33RIB,35.2391,5.9334,4.5
-91.8460241,40.37759765,DKC63-33RIB,35.2641,5.9292,4.5
-91.8460242,40.37758315,DKC63-33RIB,35.2841,5.9259,4.5
-91.8460244,40.37756505,DKC63-33RIB,35.2561,5.9306,4.5
-91.8460246,40.37754695,DKC63-33RIB,35.2671,5.9287,4.5
-91.8460249,40.37752885,DKC63-33RIB,35.2611,5.9297,4.5
-91.8460253,40.37751075,DKC63-33RIB,35.2481,5.9319,4.51
-91.8460254,40.37749265,DKC63-33RIB,35.2741,5.9275,4.51
-91.8460257,40.37747455,DKC63-33RIB,35.2861,5.9255,4.51
-91.8460259,40.37745655,DKC63-33RIB,35.2511,5.9314,4.5
-91.8460261,40.37743855,DKC63-33RIB,35.3001,5.9232,4.49
-91.8460264,40.37742045,DKC63-33RIB,35.2701,5.9282,4.49
-91.8460266,40.37740245,DKC63-33RIB,35.2951,5.924,4.49
-91.8460269,40.37738445,DKC63-33RIB,35.2731,5.9277,4.5
-91.8460267,40.37736635,DKC63-33RIB,35.3071,5.922,4.49
-91.8460265,40.37734835,DKC63-33RIB,35.3301,5.9181,4.49
-91.8460269,40.37733045,DKC63-33RIB,35.3201,5.9198,4.48
-91.8460271,40.37731235,DKC63-33RIB,35.3471,5.9153,4.48
-91.8460269,40.37729445,DKC63-33RIB,35.3901,5.9081,4.48
-91.8460261,40.37727635,DKC63-33RIB,35.3351,5.9173,4.49
-91.8460262,40.37725835,DKC63-33RIB,35.3461,5.9155,4.48
-91.8460258,40.37724035,DKC63-33RIB,35.3431,5.916,4.5
-91.8460249,40.37722235,DKC63-33RIB,35.3521,5.9145,4.48
-91.8460241,40.37720425,DKC63-33RIB,35.3411,5.9163,4.49
-91.8460237,40.37718625,DKC63-33RIB,35.3041,5.9225,4.48
-91.846023,40.37716825,DKC63-33RIB,35.2801,5.9265,4.5
-91.8460222,40.37715025,DKC63-33RIB,35.2971,5.9237,4.49
-91.8460214,40.37713215,DKC63-33RIB,35.2871,5.9254,4.49
-91.8460207,40.37711435,DKC63-33RIB,35.2651,5.9291,4.48
-91.8460197,40.37709615,DKC63-33RIB,35.2711,5.928,4.49
-91.846019,40.37707815,DKC63-33RIB,35.3041,5.9225,4.49
-91.8460181,40.37706015,DKC63-33RIB,35.2881,5.9252,4.5
-91.8460175,40.37704215,DKC63-33RIB,35.3021,5.9228,4.49
-91.8460165,40.37702415,DKC63-33RIB,35.3091,5.9217,4.49
-91.8460158,40.37700615,DKC63-33RIB,35.2991,5.9233,4.48
-91.8460152,40.37698815,DKC63-33RIB,35.3061,5.9222,4.49
-91.8460148,40.37697005,DKC63-33RIB,35.3001,5.9232,4.49
-91.846015,40.37695205,DKC63-33RIB,35.2681,5.9285,4.5
-91.8460151,40.37693415,DKC63-33RIB,35.2141,5.9376,4.51
-91.8460156,40.37691625,DKC63-33RIB,35.2251,5.9358,4.48
-91.8460182,40.37689845,DKC63-33RIB,35.2361,5.9339,4.5
-91.8460202,40.37688055,DKC63-33RIB,35.2011,5.9398,4.49
-91.8460236,40.37686305,DKC63-33RIB,35.2181,5.937,4.52
-91.8460295,40.37684575,DKC63-33RIB,35.2491,5.9317,4.5
-91.8460362,40.37682875,DKC63-33RIB,35.2421,5.9329,4.51
-91.8460434,40.37681195,DKC63-33RIB,35.2241,5.936,4.5
-91.8460534,40.37679595,DKC63-33RIB,35.2581,5.9302,4.5
-91.846065,40.37678065,DKC63-33RIB,35.3021,5.9228,4.49
-91.8460769,40.37676565,DKC63-33RIB,35.3121,5.9212,4.49
-91.8460877,40.37675325,DKC63-33RIB,35.4571,5.8969,3.73
-91.8461013,40.37674245,DKC63-33RIB,35.7001,5.8568,4.01
-91.8461132,40.37673175,DKC63-33RIB,35.8731,5.8286,3.64
-91.8461267,40.37672195,DKC63-33RIB,36.0431,5.8011,3.6
-91.8461402,40.37671245,DKC63-33RIB,36.0951,5.7927,3.48
-91.8461546,40.37670395,DKC63-33RIB,36.0721,5.7964,3.49
-91.8461649,40.37669885,DKC63-33RIB,36.2141,5.7737,2.24
-91.8461714,40.37669485,DKC63-33RIB,36.2141,5.7737,1.63
-91.846174,40.37669435,DKC63-33RIB,36.2141,5.7737,0.1
-91.8466802,40.37601345,DKC63-33RIB,36.2141,5.7737,2.65
-91.8466952,40.37600925,DKC63-33RIB,36.2141,5.7737,2.91
-91.8467105,40.37600515,DKC63-33RIB,36.0901,5.7935,3.02
-91.8467261,40.37600065,DKC63-33RIB,36.0131,5.8059,3.04
-91.8467423,40.37599465,DKC63-33RIB,35.9571,5.8149,3.16
-91.846759,40.37598805,DKC63-33RIB,35.8221,5.8369,3.31
-91.8467772,40.37598215,DKC63-33RIB,35.6141,5.8709,3.54
-91.8467958,40.37597635,DKC63-33RIB,35.3931,5.9076,3.67
-91.8468152,40.37597055,DKC63-33RIB,35.2661,5.9289,3.84
-91.8468345,40.37596505,DKC63-33RIB,35.1651,5.9459,3.89
-91.8468544,40.37596035,DKC63-33RIB,35.1791,5.9435,3.94
-91.846875,40.37595615,DKC63-33RIB,35.1721,5.9447,3.95
-91.8468979,40.37595245,DKC63-33RIB,35.1571,5.9473,4.08
-91.8469184,40.37594935,DKC63-33RIB,34.9351,5.9851,4.17
-91.8469362,40.37594805,DKC63-33RIB,34.9351,5.9851,3.27
-91.8469571,40.37594645,DKC63-33RIB,35.1561,5.9474,3.77
-91.84698,40.37594445,DKC63-33RIB,34.9281,5.9863,4.16
-91.8470027,40.37594345,DKC63-33RIB,34.6921,6.027,4.18
-91.8470255,40.37594205,DKC63-33RIB,34.6271,6.0383,4.3
-91.8470483,40.37594085,DKC63-33RIB,34.6041,6.0423,4.3
-91.8470711,40.37594005,DKC63-33RIB,34.5751,6.0474,4.3
-91.8470939,40.37593895,DKC63-33RIB,34.6041,6.0423,4.3
-91.8471168,40.37593775,DKC63-33RIB,34.5821,6.0462,4.3
-91.8471396,40.37593645,DKC63-33RIB,34.5731,6.0477,4.31
-91.8471626,40.37593525,DKC63-33RIB,34.4181,6.075,4.31
-91.8471853,40.37593425,DKC63-33RIB,34.2031,6.1131,4.3
-91.8472081,40.37593325,DKC63-33RIB,33.9991,6.1498,4.29
-91.8472308,40.37593205,DKC63-33RIB,33.8781,6.1718,4.3
-91.8472536,40.37593055,DKC63-33RIB,33.8921,6.1692,4.3
-91.8472762,40.37592915,DKC63-33RIB,33.8121,6.1838,4.29
-91.847299,40.37592755,DKC63-33RIB,33.9711,6.1549,4.29
-91.8473217,40.37592605,DKC63-33RIB,34.0211,6.1459,4.29
-91.8473446,40.37592495,DKC63-33RIB,34.3201,6.0923,4.3
-91.8473673,40.37592325,DKC63-33RIB,34.5381,6.0539,4.3
-91.8473902,40.37592215,DKC63-33RIB,34.6861,6.028,4.3
-91.8474128,40.37592115,DKC63-33RIB,34.8141,6.0059,4.29
-91.8474356,40.37591965,DKC63-33RIB,34.8271,6.0036,4.3
-91.8474584,40.37591905,DKC63-33RIB,34.8401,6.0014,4.29
-91.8474811,40.37591915,DKC63-33RIB,35.0301,5.9688,4.29
-91.8475039,40.37591845,DKC63-33RIB,34.8461,6.0003,4.28
-91.8475268,40.37591815,DKC63-33RIB,35.0681,5.9624,4.29
-91.8475497,40.37591815,DKC63-33RIB,35.2951,5.924,4.3
-91.8475726,40.37591835,DKC63-33RIB,35.3521,5.9145,4.31
-91.8475954,40.37591845,DKC63-33RIB,35.4031,5.9059,4.3
-91.8476183,40.37591895,DKC63-33RIB,35.4041,5.9058,4.3
-91.8476413,40.37591965,DKC63-33RIB,35.3971,5.9069,4.31
-91.847664,40.37591965,DKC63-33RIB,35.3631,5.9126,4.3
-91.8476868,40.37592005,DKC63-33RIB,35.3791,5.9099,4.3
-91.8477098,40.37592085,DKC63-33RIB,35.3801,5.9098,4.3
-91.8477325,40.37592125,DKC63-33RIB,35.3731,5.9109,4.3
-91.8477554,40.37592105,DKC63-33RIB,35.3911,5.9079,4.3
-91.8477782,40.37592145,DKC63-33RIB,35.3791,5.9099,4.29
-91.8478011,40.37592165,DKC63-33RIB,35.3851,5.9089,4.3
-91.8478239,40.37592205,DKC63-33RIB,35.3801,5.9098,4.3
-91.847847,40.37592245,DKC63-33RIB,35.3541,5.9141,4.31
-91.8478701,40.37592255,DKC63-33RIB,35.3461,5.9155,4.32
-91.8478932,40.37592275,DKC63-33RIB,35.3441,5.9158,4.34
-91.8479164,40.37592315,DKC63-33RIB,35.3061,5.9222,4.35
-91.8479395,40.37592325,DKC63-33RIB,35.2891,5.925,4.35
-91.8479626,40.37592335,DKC63-33RIB,35.2581,5.9302,4.36
-91.8479858,40.37592365,DKC63-33RIB,35.2741,5.9275,4.35
-91.8480089,40.37592385,DKC63-33RIB,35.2951,5.924,4.36
-91.8480321,40.37592405,DKC63-33RIB,35.2741,5.9275,4.35
-91.8480553,40.37592455,DKC63-33RIB,35.2421,5.9329,4.35
-91.8480783,40.37592505,DKC63-33RIB,35.2661,5.9289,4.35
-91.8481016,40.37592505,DKC63-33RIB,35.2571,5.9304,4.35
-91.8481247,40.37592525,DKC63-33RIB,35.2581,5.9302,4.36
-91.8481478,40.37592585,DKC63-33RIB,35.2411,5.9331,4.36
-91.848171,40.37592615,DKC63-33RIB,35.2621,5.9296,4.36
-91.8481942,40.37592645,DKC63-33RIB,35.2371,5.9338,4.36
-91.8482173,40.37592685,DKC63-33RIB,35.2461,5.9322,4.36
-91.8482404,40.37592705,DKC63-33RIB,35.2531,5.9311,4.35
-91.8482636,40.37592695,DKC63-33RIB,35.2621,5.9296,4.35
-91.8482868,40.37592725,DKC63-33RIB,35.2871,5.9254,4.35
-91.8483052,40.37592725,DKC63-33RIB,35.2781,5.9269,4.35
-91.8483284,40.37592715,DKC63-33RIB,35.2701,5.9282,4.35
-91.8483516,40.37592725,DKC63-33RIB,35.2371,5.9338,4.35
-91.8483749,40.37592715,DKC63-33RIB,35.2531,5.9311,4.37
-91.848398,40.37592695,DKC63-33RIB,35.2331,5.9344,4.36
-91.848421,40.37592705,DKC63-33RIB,35.2441,5.9326,4.36
-91.8484443,40.37592705,DKC63-33RIB,35.2721,5.9279,4.36
-91.8484674,40.37592685,DKC63-33RIB,35.2671,5.9287,4.35
-91.8484906,40.37592695,DKC63-33RIB,35.2691,5.9284,4.36
-91.8485138,40.37592685,DKC63-33RIB,35.2851,5.9257,4.36
-91.8485371,40.37592665,DKC63-33RIB,35.2701,5.9282,4.37
-91.8485602,40.37592685,DKC63-33RIB,35.2651,5.9291,4.36
-91.8485834,40.37592705,DKC63-33RIB,35.2701,5.9282,4.37
-91.8486067,40.37592685,DKC63-33RIB,35.2941,5.9242,4.36
-91.8486298,40.37592715,DKC63-33RIB,35.2801,5.9265,4.37
-91.8486529,40.37592755,DKC63-33RIB,35.2801,5.9265,4.36
-91.8486761,40.37592735,DKC63-33RIB,35.2711,5.928,4.36
-91.8486993,40.37592755,DKC63-33RIB,35.2781,5.9269,4.35
-91.8487224,40.37592765,DKC63-33RIB,35.2551,5.9307,4.36
-91.8487456,40.37592795,DKC63-33RIB,35.2731,5.9277,4.36
-91.8487688,40.37592765,DKC63-33RIB,35.2801,5.9265,4.36
-91.8487919,40.37592825,DKC63-33RIB,35.2711,5.928,4.36
-91.8488151,40.37592845,DKC63-33RIB,35.2491,5.9317,4.36
-91.8488382,40.37592855,DKC63-33RIB,35.2451,5.9324,4.36
-91.8488615,40.37592885,DKC63-33RIB,35.2241,5.936,4.36
-91.8488845,40.37592895,DKC63-33RIB,35.2371,5.9338,4.35
-91.8489076,40.37592895,DKC63-33RIB,35.2601,5.9299,4.35
-91.8489307,40.37592895,DKC63-33RIB,35.2661,5.9289,4.35
-91.8489537,40.37592915,DKC63-33RIB,35.2721,5.9279,4.34
-91.8489768,40.37592905,DKC63-33RIB,35.2981,5.9235,4.33
-91.8490001,40.37592925,DKC63-33RIB,35.2661,5.9289,4.35
-91.8490232,40.37592935,DKC63-33RIB,35.2931,5.9243,4.35
-91.8490463,40.37592945,DKC63-33RIB,35.2931,5.9243,4.36
-91.8490696,40.37592955,DKC63-33RIB,35.2901,5.9249,4.36
-91.8490928,40.37592985,DKC63-33RIB,35.2541,5.9309,4.36
-91.8491159,40.37593005,DKC63-33RIB,35.2581,5.9302,4.36
-91.849139,40.37593035,DKC63-33RIB,35.2371,5.9338,4.35
-91.8491623,40.37593055,DKC63-33RIB,35.2361,5.9339,4.36
-91.8491853,40.37593085,DKC63-33RIB,35.2351,5.9341,4.36
-91.8492085,40.37593085,DKC63-33RIB,35.2291,5.9351,4.36
-91.8492317,40.37593115,DKC63-33RIB,35.2421,5.9329,4.35
-91.8492548,40.37593115,DKC63-33RIB,35.2551,5.9307,4.36
-91.8492779,40.37593135,DKC63-33RIB,35.2561,5.9306,4.35
-91.8493011,40.37593155,DKC63-33RIB,35.2361,5.9339,4.35
-91.8493243,40.37593175,DKC63-33RIB,35.2581,5.9302,4.36
-91.8493474,40.37593185,DKC63-33RIB,35.2261,5.9356,4.36
-91.8493707,40.37593185,DKC63-33RIB,35.2571,5.9304,4.36
-91.8493938,40.37593205,DKC63-33RIB,35.2341,5.9343,4.36
-91.8494171,40.37593225,DKC63-33RIB,35.2441,5.9326,4.37
-91.8494402,40.37593225,DKC63-33RIB,35.2421,5.9329,4.36
-91.8494633,40.37593245,DKC63-33RIB,35.2391,5.9334,4.36
-91.8494867,40.37593275,DKC63-33RIB,35.1991,5.9402,4.37
-91.8495099,40.37593285,DKC63-33RIB,35.2021,5.9397,4.37
-91.849533,40.37593315,DKC63-33RIB,35.1901,5.9417,4.37
-91.8495563,40.37593325,DKC63-33RIB,35.1911,5.9415,4.36
-91.8495796,40.37593335,DKC63-33RIB,35.1711,5.9449,4.37
-91.8496028,40.37593345,DKC63-33RIB,35.1731,5.9446,4.37
-91.8496259,40.37593385,DKC63-33RIB,35.1601,5.9468,4.37
-91.8496492,40.37593395,DKC63-33RIB,35.1961,5.9407,4.36
-91.8496724,40.37593385,DKC63-33RIB,35.1951,5.9408,4.37
-91.8496955,40.37593395,DKC63-33RIB,35.2271,5.9354,4.36
-91.8497187,40.37593415,DKC63-33RIB,35.2101,5.9383,4.36
-91.8497421,40.37593405,DKC63-33RIB,35.2241,5.936,4.37
-91.8497653,40.37593435,DKC63-33RIB,35.2071,5.9388,4.37
-91.8497885,40.37593435,DKC63-33RIB,35.2231,5.9361,4.37
-91.8498117,40.37593455,DKC63-33RIB,35.1921,5.9414,4.36
-91.849835,40.37593455,DKC63-33RIB,35.1971,5.9405,4.38
-91.8498581,40.37593465,DKC63-33RIB,35.2171,5.9371,4.36
-91.8498812,40.37593455,DKC63-33RIB,35.1941,5.941,4.36
-91.8499045,40.37593445,DKC63-33RIB,35.2061,5.939,4.36
-91.8499277,40.37593475,DKC63-33RIB,35.1941,5.941,4.36
-91.8499509,40.37593445,DKC63-33RIB,35.2091,5.9385,4.37
-91.849974,40.37593455,DKC63-33RIB,35.1981,5.9403,4.36
-91.8499972,40.37593425,DKC63-33RIB,35.1971,5.9405,4.36
-91.8500204,40.37593425,DKC63-33RIB,35.2081,5.9387,4.36
-91.8500437,40.37593425,DKC63-33RIB,35.2111,5.9381,4.36
-91.850067,40.37593435,DKC63-33RIB,35.2201,5.9366,4.38
-91.8500902,40.37593415,DKC63-33RIB,35.2021,5.9397,4.38
-91.8501135,40.37593395,DKC63-33RIB,35.1951,5.9408,4.37
-91.8501365,40.37593395,DKC63-33RIB,35.2271,5.9354,4.36
-91.8501598,40.37593385,DKC63-33RIB,35.2341,5.9343,4.36
-91.8501831,40.37593405,DKC63-33RIB,35.2271,5.9354,4.37
-91.8502063,40.37593395,DKC63-33RIB,35.2201,5.9366,4.37
-91.8502296,40.37593395,DKC63-33RIB,35.2061,5.939,4.38
-91.8502528,40.37593385,DKC63-33RIB,35.1801,5.9434,4.38
-91.8502758,40.37593405,DKC63-33RIB,35.2031,5.9395,4.37
-91.8502989,40.37593455,DKC63-33RIB,35.2161,5.9373,4.34
-91.850322,40.37593465,DKC63-33RIB,35.2391,5.9334,4.34
-91.8503452,40.37593445,DKC63-33RIB,35.2261,5.9356,4.35
-91.8503683,40.37593455,DKC63-33RIB,35.2501,5.9316,4.36
-91.8503913,40.37593475,DKC63-33RIB,35.2711,5.928,4.35
-91.8504145,40.37593485,DKC63-33RIB,35.2661,5.9289,4.34
-91.8504376,40.37593505,DKC63-33RIB,35.2571,5.9304,4.34
-91.8504608,40.37593535,DKC63-33RIB,35.2561,5.9306,4.35
-91.8504825,40.37593555,DKC63-33RIB,35.2911,5.9247,4.3
-91.8505011,40.37593575,DKC63-33RIB,35.4411,5.8996,3.61
-91.8505185,40.37593595,DKC63-33RIB,35.7901,5.8421,3.4
-91.8505336,40.37593625,DKC63-33RIB,36.0301,5.8032,3.18
-91.8505428,40.37593635,DKC63-33RIB,36.3421,5.7533,1.86
-91.8505434,40.37593655,DKC63-33RIB,36.3421,5.7533,0.1
-91.8503208,40.37610695,DKC63-33RIB,38.6252,5.4133,3.86
-91.8503212,40.37612305,DKC63-33RIB,38.6252,5.4133,3.95
-91.8503204,40.37613895,DKC63-33RIB,38.6252,5.4133,3.97
-91.8503197,40.37615495,DKC63-33RIB,38.6252,5.4133,3.99
-91.8503198,40.37617225,DKC63-33RIB,37.5522,5.568,4.04
-91.8503195,40.37619105,DKC63-33RIB,36.0831,5.7946,4.28
-91.8503193,40.37620905,DKC63-33RIB,35.0131,5.9717,4.45
-91.8503195,40.37622755,DKC63-33RIB,31.3201,6.6759,4.6
-91.8503192,40.37624575,DKC63-33RIB,33.6881,6.2066,4.55
-91.8503191,40.37626395,DKC63-33RIB,36.2341,5.7705,4.55
-91.8503189,40.37628205,DKC63-33RIB,37.5662,5.5659,4.53
-91.8503184,40.37630035,DKC63-33RIB,37.5062,5.5748,4.53
-91.8503182,40.37631855,DKC63-33RIB,37.3741,5.5945,4.53
-91.8503178,40.37633675,DKC63-33RIB,37.4161,5.5882,4.53
-91.8503175,40.37635505,DKC63-33RIB,37.4301,5.5861,4.54
-91.8503172,40.37637305,DKC63-33RIB,37.4481,5.5834,4.53
-91.850317,40.37639135,DKC63-33RIB,37.4521,5.5828,4.53
-91.8503168,40.37640955,DKC63-33RIB,37.4591,5.5818,4.53
-91.8503163,40.37642765,DKC63-33RIB,37.4591,5.5818,4.53
-91.8503158,40.37644585,DKC63-33RIB,37.4471,5.5836,4.53
-91.8503157,40.37646405,DKC63-33RIB,37.3971,5.591,4.53
-91.8503154,40.37648225,DKC63-33RIB,37.3731,5.5946,4.53
-91.8503153,40.37650055,DKC63-33RIB,37.3581,5.5969,4.54
-91.8503149,40.37651875,DKC63-33RIB,37.3651,5.5958,4.54
-91.8503147,40.37653705,DKC63-33RIB,37.3771,5.594,4.55
-91.8503144,40.37655535,DKC63-33RIB,37.3841,5.593,4.55
-91.850314,40.37657355,DKC63-33RIB,37.3671,5.5955,4.54
-91.8503137,40.37659185,DKC63-33RIB,37.3871,5.5925,4.55
-91.8503134,40.37661015,DKC63-33RIB,37.3541,5.5975,4.55
-91.8503135,40.37662835,DKC63-33RIB,37.3501,5.5981,4.55
-91.8503131,40.37664665,DKC63-33RIB,37.3651,5.5958,4.55
-91.8503129,40.37666495,DKC63-33RIB,37.3611,5.5964,4.55
-91.8503128,40.37668325,DKC63-33RIB,37.3421,5.5993,4.55
-91.8503122,40.37670145,DKC63-33RIB,37.3581,5.5969,4.55
-91.8503119,40.37671975,DKC63-33RIB,37.3581,5.5969,4.55
-91.8503117,40.37673795,DKC63-33RIB,37.3241,5.602,4.54
-91.8503114,40.37675605,DKC63-33RIB,37.3481,5.5984,4.54
-91.850311,40.37677435,DKC63-33RIB,37.3391,5.5997,4.53
-91.8503108,40.37679265,DKC63-33RIB,37.3251,5.6018,4.55
-91.8503103,40.37681095,DKC63-33RIB,37.3211,5.6024,4.55
-91.8503104,40.37682905,DKC63-33RIB,37.3011,5.6054,4.55
-91.85031,40.37684735,DKC63-33RIB,37.3291,5.6012,4.54
-91.8503098,40.37686565,DKC63-33RIB,37.3361,5.6002,4.54
-91.8503093,40.37688395,DKC63-33RIB,37.3251,5.6018,4.55
-91.8503091,40.37690215,DKC63-33RIB,37.3221,5.6023,4.55
-91.8503088,40.37692045,DKC63-33RIB,37.2071,5.6196,4.56
-91.8503088,40.37693875,DKC63-33RIB,37.1761,5.6243,4.55
-91.8503084,40.37695695,DKC63-33RIB,37.8592,5.5228,4.56
-91.8503081,40.37697525,DKC63-33RIB,37.6672,5.551,4.55
-91.8503079,40.37699375,DKC63-33RIB,37.7672,5.5363,4.56
-91.8503075,40.37701195,DKC63-33RIB,37.7492,5.5389,4.56
-91.850307,40.37703025,DKC63-33RIB,37.7652,5.5366,4.56
-91.8503068,40.37704845,DKC63-33RIB,37.7882,5.5332,4.55
-91.8503065,40.37706675,DKC63-33RIB,37.7812,5.5342,4.55
-91.8503062,40.37708505,DKC63-33RIB,37.7992,5.5316,4.55
-91.8503059,40.37710335,DKC63-33RIB,37.7262,5.5423,4.55
-91.850306,40.37712165,DKC63-33RIB,37.7342,5.5411,4.55
-91.8503055,40.37714005,DKC63-33RIB,37.7582,5.5376,4.56
-91.8503054,40.37715825,DKC63-33RIB,37.7612,5.5371,4.56
-91.8503046,40.37717665,DKC63-33RIB,37.7282,5.542,4.56
-91.8503045,40.37719505,DKC63-33RIB,37.7192,5.5433,4.57
-91.8503045,40.37721335,DKC63-33RIB,37.6812,5.5489,4.57
-91.8503042,40.37723165,DKC63-33RIB,37.7002,5.5461,4.56
-91.8503038,40.37724995,DKC63-33RIB,37.7182,5.5435,4.56
-91.8503036,40.37726835,DKC63-33RIB,37.7012,5.546,4.57
-91.8503032,40.37728665,DKC63-33RIB,37.7052,5.5454,4.57
-91.8503027,40.37730495,DKC63-33RIB,37.7142,5.544,4.57
-91.8503026,40.37732335,DKC63-33RIB,37.7162,5.5437,4.57
